date,Name,price,weight,Family
2019-01-02,Asset1,231.5061,0.225457962039468,Fixed Income
2019-01-03,Asset1,231.0356,0.225457962039468,Fixed Income
2019-01-04,Asset1,230.4026,0.225457962039468,Fixed Income
2019-01-07,Asset1,230.0543,0.225457962039468,Fixed Income
2019-01-08,Asset1,229.7012,0.225457962039468,Fixed Income
2019-01-09,Asset1,230.155,0.225457962039468,Fixed Income
2019-01-10,Asset1,230.4994,0.225457962039468,Fixed Income
2019-01-11,Asset1,230.8193,0.225457962039468,Fixed Income
2019-01-14,Asset1,231.0823,0.225457962039468,Fixed Income
2019-01-15,Asset1,231.3187,0.225457962039468,Fixed Income
2019-01-16,Asset1,231.4834,0.225457962039468,Fixed Income
2019-01-17,Asset1,231.4778,0.225457962039468,Fixed Income
2019-01-18,Asset1,231.4533,0.225457962039468,Fixed Income
2019-01-21,Asset1,231.3291,0.225457962039468,Fixed Income
2019-01-22,Asset1,231.6117,0.225457962039468,Fixed Income
2019-01-23,Asset1,231.7206,0.225457962039468,Fixed Income
2019-01-24,Asset1,232.786,0.225457962039468,Fixed Income
2019-01-25,Asset1,232.8402,0.225457962039468,Fixed Income
2019-01-28,Asset1,232.6644,0.225457962039468,Fixed Income
2019-01-29,Asset1,232.6579,0.225457962039468,Fixed Income
2019-01-30,Asset1,232.8493,0.225457962039468,Fixed Income
2019-01-31,Asset1,233.3566,0.225457962039468,Fixed Income
2019-02-01,Asset1,232.5707,0.225457962039468,Fixed Income
2019-02-04,Asset1,232.4786,0.225457962039468,Fixed Income
2019-02-05,Asset1,232.3439,0.225457962039468,Fixed Income
2019-02-06,Asset1,232.1823,0.225457962039468,Fixed Income
2019-02-07,Asset1,232.1859,0.225457962039468,Fixed Income
2019-02-08,Asset1,232.2148,0.225457962039468,Fixed Income
2019-02-11,Asset1,232.1751,0.225457962039468,Fixed Income
2019-02-12,Asset1,232.2308,0.225457962039468,Fixed Income
2019-02-13,Asset1,232.5939,0.225457962039468,Fixed Income
2019-02-14,Asset1,232.7362,0.225457962039468,Fixed Income
2019-02-15,Asset1,232.754,0.225457962039468,Fixed Income
2019-02-18,Asset1,232.7746,0.225457962039468,Fixed Income
2019-02-19,Asset1,232.8894,0.225457962039468,Fixed Income
2019-02-20,Asset1,232.7082,0.225457962039468,Fixed Income
2019-02-21,Asset1,232.5826,0.225457962039468,Fixed Income
2019-02-22,Asset1,232.8227,0.225457962039468,Fixed Income
2019-02-25,Asset1,233.0297,0.225457962039468,Fixed Income
2019-02-26,Asset1,233.2063,0.225457962039468,Fixed Income
2019-02-27,Asset1,232.5685,0.225457962039468,Fixed Income
2019-02-28,Asset1,232.3292,0.225457962039468,Fixed Income
2019-03-01,Asset1,232.2761,0.225457962039468,Fixed Income
2019-03-04,Asset1,232.6784,0.225457962039468,Fixed Income
2019-03-05,Asset1,232.7193,0.225457962039468,Fixed Income
2019-03-06,Asset1,233.4892,0.225457962039468,Fixed Income
2019-03-07,Asset1,234.7471,0.225457962039468,Fixed Income
2019-03-08,Asset1,234.7106,0.225457962039468,Fixed Income
2019-03-11,Asset1,234.4723,0.225457962039468,Fixed Income
2019-03-12,Asset1,234.435,0.225457962039468,Fixed Income
2019-03-13,Asset1,234.3044,0.225457962039468,Fixed Income
2019-03-14,Asset1,234.47,0.225457962039468,Fixed Income
2019-03-15,Asset1,234.555,0.225457962039468,Fixed Income
2019-03-18,Asset1,234.995,0.225457962039468,Fixed Income
2019-03-19,Asset1,234.59,0.225457962039468,Fixed Income
2019-03-20,Asset1,234.655,0.225457962039468,Fixed Income
2019-03-21,Asset1,235.6211,0.225457962039468,Fixed Income
2019-03-22,Asset1,235.75,0.225457962039468,Fixed Income
2019-03-25,Asset1,236.2305,0.225457962039468,Fixed Income
2019-03-26,Asset1,236.3364,0.225457962039468,Fixed Income
2019-03-27,Asset1,237.18,0.225457962039468,Fixed Income
2019-03-28,Asset1,236.7785,0.225457962039468,Fixed Income
2019-03-29,Asset1,236.65,0.225457962039468,Fixed Income
2019-04-01,Asset1,235.8753,0.225457962039468,Fixed Income
2019-04-02,Asset1,236.1217,0.225457962039468,Fixed Income
2019-04-03,Asset1,235.5119,0.225457962039468,Fixed Income
2019-04-04,Asset1,235.8886,0.225457962039468,Fixed Income
2019-04-05,Asset1,236.0778,0.225457962039468,Fixed Income
2019-04-08,Asset1,236.1516,0.225457962039468,Fixed Income
2019-04-09,Asset1,236.4443,0.225457962039468,Fixed Income
2019-04-10,Asset1,236.8477,0.225457962039468,Fixed Income
2019-04-11,Asset1,236.8635,0.225457962039468,Fixed Income
2019-04-12,Asset1,236.0503,0.225457962039468,Fixed Income
2019-04-15,Asset1,235.6151,0.225457962039468,Fixed Income
2019-04-16,Asset1,235.484,0.225457962039468,Fixed Income
2019-04-17,Asset1,235.3109,0.225457962039468,Fixed Income
2019-04-18,Asset1,236.0125,0.225457962039468,Fixed Income
2019-04-19,Asset1,236.0125,0.225457962039468,Fixed Income
2019-04-22,Asset1,236.0125,0.225457962039468,Fixed Income
2019-04-23,Asset1,235.3953,0.225457962039468,Fixed Income
2019-04-24,Asset1,236.2293,0.225457962039468,Fixed Income
2019-04-25,Asset1,235.7831,0.225457962039468,Fixed Income
2019-04-26,Asset1,236.5869,0.225457962039468,Fixed Income
2019-04-29,Asset1,236.4154,0.225457962039468,Fixed Income
2019-04-30,Asset1,236.5748,0.225457962039468,Fixed Income
2019-05-01,Asset1,236.5748,0.225457962039468,Fixed Income
2019-05-02,Asset1,236.46,0.225457962039468,Fixed Income
2019-05-03,Asset1,236.7102,0.225457962039468,Fixed Income
2019-05-06,Asset1,236.6797,0.225457962039468,Fixed Income
2019-05-07,Asset1,236.9445,0.225457962039468,Fixed Income
2019-05-08,Asset1,236.9893,0.225457962039468,Fixed Income
2019-05-09,Asset1,236.5494,0.225457962039468,Fixed Income
2019-05-10,Asset1,236.5653,0.225457962039468,Fixed Income
2019-05-13,Asset1,236.7456,0.225457962039468,Fixed Income
2019-05-14,Asset1,236.6358,0.225457962039468,Fixed Income
2019-05-15,Asset1,237.016,0.225457962039468,Fixed Income
2019-05-16,Asset1,237.2897,0.225457962039468,Fixed Income
2019-05-17,Asset1,237.5793,0.225457962039468,Fixed Income
2019-05-20,Asset1,237.1612,0.225457962039468,Fixed Income
2019-05-21,Asset1,237.0506,0.225457962039468,Fixed Income
2019-05-22,Asset1,237.3108,0.225457962039468,Fixed Income
2019-05-23,Asset1,237.636,0.225457962039468,Fixed Income
2019-05-24,Asset1,238.0201,0.225457962039468,Fixed Income
2019-05-27,Asset1,238.0456,0.225457962039468,Fixed Income
2019-05-28,Asset1,238.0531,0.225457962039468,Fixed Income
2019-05-29,Asset1,238.76,0.225457962039468,Fixed Income
2019-05-30,Asset1,238.5373,0.225457962039468,Fixed Income
2019-05-31,Asset1,239.0176,0.225457962039468,Fixed Income
2019-06-03,Asset1,239.5595,0.225457962039468,Fixed Income
2019-06-04,Asset1,240.0676,0.225457962039468,Fixed Income
2019-06-05,Asset1,240.4215,0.225457962039468,Fixed Income
2019-06-06,Asset1,240.9797,0.225457962039468,Fixed Income
2019-06-07,Asset1,242.21,0.225457962039468,Fixed Income
2019-06-10,Asset1,241.1928,0.225457962039468,Fixed Income
2019-06-11,Asset1,241.5922,0.225457962039468,Fixed Income
2019-06-12,Asset1,241.1797,0.225457962039468,Fixed Income
2019-06-13,Asset1,241.5356,0.225457962039468,Fixed Income
2019-06-14,Asset1,242.2023,0.225457962039468,Fixed Income
2019-06-17,Asset1,242.0498,0.225457962039468,Fixed Income
2019-06-18,Asset1,244.1687,0.225457962039468,Fixed Income
2019-06-19,Asset1,243.6748,0.225457962039468,Fixed Income
2019-06-20,Asset1,244.3136,0.225457962039468,Fixed Income
2019-06-21,Asset1,243.5596,0.225457962039468,Fixed Income
2019-06-24,Asset1,244.0092,0.225457962039468,Fixed Income
2019-06-25,Asset1,244.4071,0.225457962039468,Fixed Income
2019-06-26,Asset1,244.1894,0.225457962039468,Fixed Income
2019-06-27,Asset1,244.397,0.225457962039468,Fixed Income
2019-06-28,Asset1,244.573,0.225457962039468,Fixed Income
2019-07-01,Asset1,245.6481,0.225457962039468,Fixed Income
2019-07-02,Asset1,246.1012,0.225457962039468,Fixed Income
2019-07-03,Asset1,247.8861,0.225457962039468,Fixed Income
2019-07-04,Asset1,247.7571,0.225457962039468,Fixed Income
2019-07-05,Asset1,246.6901,0.225457962039468,Fixed Income
2019-07-08,Asset1,246.3324,0.225457962039468,Fixed Income
2019-07-09,Asset1,246.2267,0.225457962039468,Fixed Income
2019-07-10,Asset1,245.6264,0.225457962039468,Fixed Income
2019-07-11,Asset1,244.9347,0.225457962039468,Fixed Income
2019-07-12,Asset1,244.1134,0.225457962039468,Fixed Income
2019-07-15,Asset1,245.3618,0.225457962039468,Fixed Income
2019-07-16,Asset1,245.703,0.225457962039468,Fixed Income
2019-07-17,Asset1,246.3068,0.225457962039468,Fixed Income
2019-07-18,Asset1,246.8319,0.225457962039468,Fixed Income
2019-07-19,Asset1,246.8727,0.225457962039468,Fixed Income
2019-07-22,Asset1,246.7362,0.225457962039468,Fixed Income
2019-07-23,Asset1,247.0058,0.225457962039468,Fixed Income
2019-07-24,Asset1,247.8702,0.225457962039468,Fixed Income
2019-07-25,Asset1,247.4834,0.225457962039468,Fixed Income
2019-07-26,Asset1,247.4804,0.225457962039468,Fixed Income
2019-07-29,Asset1,247.6569,0.225457962039468,Fixed Income
2019-07-30,Asset1,247.6821,0.225457962039468,Fixed Income
2019-07-31,Asset1,248.8025,0.225457962039468,Fixed Income
2019-08-01,Asset1,248.8911,0.225457962039468,Fixed Income
2019-08-02,Asset1,249.8547,0.225457962039468,Fixed Income
2019-08-05,Asset1,250.0668,0.225457962039468,Fixed Income
2019-08-06,Asset1,250.6867,0.225457962039468,Fixed Income
2019-08-07,Asset1,252.0952,0.225457962039468,Fixed Income
2019-08-08,Asset1,250.8141,0.225457962039468,Fixed Income
2019-08-09,Asset1,249.6814,0.225457962039468,Fixed Income
2019-08-12,Asset1,250.2702,0.225457962039468,Fixed Income
2019-08-13,Asset1,251.1791,0.225457962039468,Fixed Income
2019-08-14,Asset1,252.4394,0.225457962039468,Fixed Income
2019-08-15,Asset1,254.2854,0.225457962039468,Fixed Income
2019-08-16,Asset1,253.52,0.225457962039468,Fixed Income
2019-08-19,Asset1,252.4147,0.225457962039468,Fixed Income
2019-08-20,Asset1,253.2882,0.225457962039468,Fixed Income
2019-08-21,Asset1,253.1271,0.225457962039468,Fixed Income
2019-08-22,Asset1,252.5028,0.225457962039468,Fixed Income
2019-08-23,Asset1,252.7453,0.225457962039468,Fixed Income
2019-08-26,Asset1,252.8617,0.225457962039468,Fixed Income
2019-08-27,Asset1,254.3816,0.225457962039468,Fixed Income
2019-08-28,Asset1,255.495,0.225457962039468,Fixed Income
2019-08-29,Asset1,255.1437,0.225457962039468,Fixed Income
2019-08-30,Asset1,254.8829,0.225457962039468,Fixed Income
2019-09-02,Asset1,254.665,0.225457962039468,Fixed Income
2019-09-03,Asset1,255.6162,0.225457962039468,Fixed Income
2019-09-04,Asset1,255.0339,0.225457962039468,Fixed Income
2019-09-05,Asset1,252.8254,0.225457962039468,Fixed Income
2019-09-06,Asset1,253.9792,0.225457962039468,Fixed Income
2019-09-09,Asset1,252.5855,0.225457962039468,Fixed Income
2019-09-10,Asset1,251.7088,0.225457962039468,Fixed Income
2019-09-11,Asset1,252.2928,0.225457962039468,Fixed Income
2019-09-12,Asset1,252.4003,0.225457962039468,Fixed Income
2019-09-13,Asset1,251.0433,0.225457962039468,Fixed Income
2019-09-16,Asset1,251.6181,0.225457962039468,Fixed Income
2019-09-17,Asset1,251.1379,0.225457962039468,Fixed Income
2019-09-18,Asset1,252.2246,0.225457962039468,Fixed Income
2019-09-19,Asset1,251.9318,0.225457962039468,Fixed Income
2019-09-20,Asset1,252.1782,0.225457962039468,Fixed Income
2019-09-23,Asset1,253.7281,0.225457962039468,Fixed Income
2019-09-24,Asset1,254.1663,0.225457962039468,Fixed Income
2019-09-25,Asset1,253.8655,0.225457962039468,Fixed Income
2019-09-26,Asset1,254.052,0.225457962039468,Fixed Income
2019-09-27,Asset1,253.8928,0.225457962039468,Fixed Income
2019-09-30,Asset1,253.7455,0.225457962039468,Fixed Income
2019-10-01,Asset1,253.4301,0.225457962039468,Fixed Income
2019-10-02,Asset1,252.9777,0.225457962039468,Fixed Income
2019-10-03,Asset1,253.7945,0.225457962039468,Fixed Income
2019-10-04,Asset1,253.6501,0.225457962039468,Fixed Income
2019-10-07,Asset1,253.4346,0.225457962039468,Fixed Income
2019-10-08,Asset1,253.7332,0.225457962039468,Fixed Income
2019-10-09,Asset1,253.0193,0.225457962039468,Fixed Income
2019-10-10,Asset1,251.6692,0.225457962039468,Fixed Income
2019-10-11,Asset1,251.27,0.225457962039468,Fixed Income
2019-10-14,Asset1,251.7436,0.225457962039468,Fixed Income
2019-10-15,Asset1,251.221,0.225457962039468,Fixed Income
2019-10-16,Asset1,250.795,0.225457962039468,Fixed Income
2019-10-17,Asset1,251.1476,0.225457962039468,Fixed Income
2019-10-18,Asset1,250.5794,0.225457962039468,Fixed Income
2019-10-21,Asset1,249.721,0.225457962039468,Fixed Income
2019-10-22,Asset1,250.3856,0.225457962039468,Fixed Income
2019-10-23,Asset1,250.8438,0.225457962039468,Fixed Income
2019-10-24,Asset1,251.0453,0.225457962039468,Fixed Income
2019-10-25,Asset1,250.4363,0.225457962039468,Fixed Income
2019-10-28,Asset1,249.4148,0.225457962039468,Fixed Income
2019-10-29,Asset1,249.9037,0.225457962039468,Fixed Income
2019-10-30,Asset1,249.914,0.225457962039468,Fixed Income
2019-10-31,Asset1,250.9203,0.225457962039468,Fixed Income
2019-11-01,Asset1,250.0916,0.225457962039468,Fixed Income
2019-11-04,Asset1,249.5918,0.225457962039468,Fixed Income
2019-11-05,Asset1,249.2662,0.225457962039468,Fixed Income
2019-11-06,Asset1,249.4238,0.225457962039468,Fixed Income
2019-11-07,Asset1,247.7821,0.225457962039468,Fixed Income
2019-11-08,Asset1,247.9518,0.225457962039468,Fixed Income
2019-11-11,Asset1,247.2335,0.225457962039468,Fixed Income
2019-11-12,Asset1,247.3298,0.225457962039468,Fixed Income
2019-11-13,Asset1,247.8381,0.225457962039468,Fixed Income
2019-11-14,Asset1,247.955,0.225457962039468,Fixed Income
2019-11-15,Asset1,248.2075,0.225457962039468,Fixed Income
2019-11-18,Asset1,248.4782,0.225457962039468,Fixed Income
2019-11-19,Asset1,248.3017,0.225457962039468,Fixed Income
2019-11-20,Asset1,248.6208,0.225457962039468,Fixed Income
2019-11-21,Asset1,248.2037,0.225457962039468,Fixed Income
2019-11-22,Asset1,248.7423,0.225457962039468,Fixed Income
2019-11-25,Asset1,248.7454,0.225457962039468,Fixed Income
2019-11-26,Asset1,249.0479,0.225457962039468,Fixed Income
2019-11-27,Asset1,248.7962,0.225457962039468,Fixed Income
2019-11-28,Asset1,248.6273,0.225457962039468,Fixed Income
2019-11-29,Asset1,248.5491,0.225457962039468,Fixed Income
2019-12-02,Asset1,247.0168,0.225457962039468,Fixed Income
2019-12-03,Asset1,248.4289,0.225457962039468,Fixed Income
2019-12-04,Asset1,247.8403,0.225457962039468,Fixed Income
2019-12-05,Asset1,247.1606,0.225457962039468,Fixed Income
2019-12-06,Asset1,247.044,0.225457962039468,Fixed Income
2019-12-09,Asset1,247.563,0.225457962039468,Fixed Income
2019-12-10,Asset1,247.6009,0.225457962039468,Fixed Income
2019-12-11,Asset1,248.1417,0.225457962039468,Fixed Income
2019-12-12,Asset1,247.3449,0.225457962039468,Fixed Income
2019-12-13,Asset1,248.3365,0.225457962039468,Fixed Income
2019-12-16,Asset1,247.7756,0.225457962039468,Fixed Income
2019-12-17,Asset1,248.2644,0.225457962039468,Fixed Income
2019-12-18,Asset1,247.3576,0.225457962039468,Fixed Income
2019-12-19,Asset1,247.0007,0.225457962039468,Fixed Income
2019-12-20,Asset1,247.0186,0.225457962039468,Fixed Income
2019-12-23,Asset1,246.9417,0.225457962039468,Fixed Income
2019-12-24,Asset1,246.965,0.225457962039468,Fixed Income
2019-12-25,Asset1,246.965,0.225457962039468,Fixed Income
2019-12-26,Asset1,246.965,0.225457962039468,Fixed Income
2019-12-27,Asset1,247.2267,0.225457962039468,Fixed Income
2019-12-30,Asset1,246.1738,0.225457962039468,Fixed Income
2019-12-31,Asset1,246.3738,0.225457962039468,Fixed Income
2020-01-01,Asset1,246.3738,0.321749236708428,Fixed Income
2020-01-02,Asset1,246.569,0.321749236708428,Fixed Income
2020-01-03,Asset1,247.7501,0.321749236708428,Fixed Income
2020-01-06,Asset1,247.5701,0.321749236708428,Fixed Income
2020-01-07,Asset1,247.4227,0.321749236708428,Fixed Income
2020-01-08,Asset1,247.0759,0.321749236708428,Fixed Income
2020-01-09,Asset1,246.6689,0.321749236708428,Fixed Income
2020-01-10,Asset1,247.0702,0.321749236708428,Fixed Income
2020-01-13,Asset1,246.1124,0.321749236708428,Fixed Income
2020-01-14,Asset1,246.3038,0.321749236708428,Fixed Income
2020-01-15,Asset1,246.8187,0.321749236708428,Fixed Income
2020-01-16,Asset1,246.6133,0.321749236708428,Fixed Income
2020-01-17,Asset1,246.8645,0.321749236708428,Fixed Income
2020-01-20,Asset1,246.9642,0.321749236708428,Fixed Income
2020-01-21,Asset1,247.4027,0.321749236708428,Fixed Income
2020-01-22,Asset1,247.6342,0.321749236708428,Fixed Income
2020-01-23,Asset1,248.7842,0.321749236708428,Fixed Income
2020-01-24,Asset1,249.1343,0.321749236708428,Fixed Income
2020-01-27,Asset1,250.7723,0.321749236708428,Fixed Income
2020-01-28,Asset1,250.435,0.321749236708428,Fixed Income
2020-01-29,Asset1,251.0762,0.321749236708428,Fixed Income
2020-01-30,Asset1,251.6655,0.321749236708428,Fixed Income
2020-01-31,Asset1,252.3739,0.321749236708428,Fixed Income
2020-02-03,Asset1,251.812,0.321749236708428,Fixed Income
2020-02-04,Asset1,251.4971,0.321749236708428,Fixed Income
2020-02-05,Asset1,250.8521,0.321749236708428,Fixed Income
2020-02-06,Asset1,250.8078,0.321749236708428,Fixed Income
2020-02-07,Asset1,251.2211,0.321749236708428,Fixed Income
2020-02-10,Asset1,251.69,0.321749236708428,Fixed Income
2020-02-11,Asset1,251.74,0.321749236708428,Fixed Income
2020-02-12,Asset1,251.5303,0.321749236708428,Fixed Income
2020-02-13,Asset1,251.8079,0.321749236708428,Fixed Income
2020-02-14,Asset1,251.8447,0.321749236708428,Fixed Income
2020-02-17,Asset1,251.9374,0.321749236708428,Fixed Income
2020-02-18,Asset1,251.9049,0.321749236708428,Fixed Income
2020-02-19,Asset1,252.1332,0.321749236708428,Fixed Income
2020-02-20,Asset1,252.9427,0.321749236708428,Fixed Income
2020-02-21,Asset1,252.9659,0.321749236708428,Fixed Income
2020-02-24,Asset1,253.174,0.321749236708428,Fixed Income
2020-02-25,Asset1,253.4588,0.321749236708428,Fixed Income
2020-02-26,Asset1,252.8853,0.321749236708428,Fixed Income
2020-02-27,Asset1,252.8342,0.321749236708428,Fixed Income
2020-02-28,Asset1,253.4235,0.321749236708428,Fixed Income
2020-03-02,Asset1,253.4953,0.321749236708428,Fixed Income
2020-03-03,Asset1,254.8542,0.321749236708428,Fixed Income
2020-03-04,Asset1,254.6425,0.321749236708428,Fixed Income
2020-03-05,Asset1,254.6287,0.321749236708428,Fixed Income
2020-03-06,Asset1,254.73,0.321749236708428,Fixed Income
2020-03-09,Asset1,254.8576,0.321749236708428,Fixed Income
2020-03-10,Asset1,254.0371,0.321749236708428,Fixed Income
2020-03-11,Asset1,255.1918,0.321749236708428,Fixed Income
2020-03-12,Asset1,255.61,0.321749236708428,Fixed Income
2020-03-13,Asset1,247.2986,0.321749236708428,Fixed Income
2020-03-16,Asset1,245.7206,0.321749236708428,Fixed Income
2020-03-17,Asset1,242.4943,0.321749236708428,Fixed Income
2020-03-18,Asset1,239.38,0.321749236708428,Fixed Income
2020-03-19,Asset1,246.1901,0.321749236708428,Fixed Income
2020-03-20,Asset1,246.01,0.321749236708428,Fixed Income
2020-03-23,Asset1,246.145,0.321749236708428,Fixed Income
2020-03-24,Asset1,244.565,0.321749236708428,Fixed Income
2020-03-25,Asset1,243.975,0.321749236708428,Fixed Income
2020-03-26,Asset1,247.335,0.321749236708428,Fixed Income
2020-03-27,Asset1,248.69,0.321749236708428,Fixed Income
2020-03-30,Asset1,246.72,0.321749236708428,Fixed Income
2020-03-31,Asset1,246.5,0.321749236708428,Fixed Income
2020-04-01,Asset1,246.36,0.321749236708428,Fixed Income
2020-04-02,Asset1,246.565,0.321749236708428,Fixed Income
2020-04-03,Asset1,245.99,0.321749236708428,Fixed Income
2020-04-06,Asset1,246.16,0.321749236708428,Fixed Income
2020-04-07,Asset1,244.43,0.321749236708428,Fixed Income
2020-04-08,Asset1,244.045,0.321749236708428,Fixed Income
2020-04-09,Asset1,245.1465,0.321749236708428,Fixed Income
2020-04-10,Asset1,245.1465,0.321749236708428,Fixed Income
2020-04-13,Asset1,245.1465,0.321749236708428,Fixed Income
2020-04-14,Asset1,244.4801,0.321749236708428,Fixed Income
2020-04-15,Asset1,245.0141,0.321749236708428,Fixed Income
2020-04-16,Asset1,245.4809,0.321749236708428,Fixed Income
2020-04-17,Asset1,245.7676,0.321749236708428,Fixed Income
2020-04-20,Asset1,244.32,0.321749236708428,Fixed Income
2020-04-21,Asset1,243.27,0.321749236708428,Fixed Income
2020-04-22,Asset1,242.58,0.321749236708428,Fixed Income
2020-04-23,Asset1,243.765,0.321749236708428,Fixed Income
2020-04-24,Asset1,245.18,0.321749236708428,Fixed Income
2020-04-27,Asset1,245.68,0.321749236708428,Fixed Income
2020-04-28,Asset1,246.22,0.321749236708428,Fixed Income
2020-04-29,Asset1,246.65,0.321749236708428,Fixed Income
2020-04-30,Asset1,248.045,0.321749236708428,Fixed Income
2020-05-01,Asset1,248.045,0.321749236708428,Fixed Income
2020-05-04,Asset1,247.2455,0.321749236708428,Fixed Income
2020-05-05,Asset1,246.87,0.321749236708428,Fixed Income
2020-05-06,Asset1,245.255,0.321749236708428,Fixed Income
2020-05-07,Asset1,245.37,0.321749236708428,Fixed Income
2020-05-08,Asset1,246.408,0.321749236708428,Fixed Income
2020-05-11,Asset1,245.6219,0.321749236708428,Fixed Income
2020-05-12,Asset1,245.7662,0.321749236708428,Fixed Income
2020-05-13,Asset1,246.8126,0.321749236708428,Fixed Income
2020-05-14,Asset1,246.6615,0.321749236708428,Fixed Income
2020-05-15,Asset1,246.2865,0.321749236708428,Fixed Income
2020-05-18,Asset1,246.52,0.321749236708428,Fixed Income
2020-05-19,Asset1,246.984,0.321749236708428,Fixed Income
2020-05-20,Asset1,247.1533,0.321749236708428,Fixed Income
2020-05-21,Asset1,247.4829,0.321749236708428,Fixed Income
2020-05-22,Asset1,247.4329,0.321749236708428,Fixed Income
2020-05-25,Asset1,247.5321,0.321749236708428,Fixed Income
2020-05-26,Asset1,246.9192,0.321749236708428,Fixed Income
2020-05-27,Asset1,247.6753,0.321749236708428,Fixed Income
2020-05-28,Asset1,248.2499,0.321749236708428,Fixed Income
2020-05-29,Asset1,248.4363,0.321749236708428,Fixed Income
2020-06-01,Asset1,247.672,0.321749236708428,Fixed Income
2020-06-02,Asset1,247.9431,0.321749236708428,Fixed Income
2020-06-03,Asset1,246.8674,0.321749236708428,Fixed Income
2020-06-04,Asset1,247.421,0.321749236708428,Fixed Income
2020-06-05,Asset1,246.7555,0.321749236708428,Fixed Income
2020-06-08,Asset1,247.5129,0.321749236708428,Fixed Income
2020-06-09,Asset1,246.9694,0.321749236708428,Fixed Income
2020-06-10,Asset1,246.7153,0.321749236708428,Fixed Income
2020-06-11,Asset1,248.1328,0.321749236708428,Fixed Income
2020-06-12,Asset1,248.646,0.321749236708428,Fixed Income
2020-06-15,Asset1,248.7427,0.321749236708428,Fixed Income
2020-06-16,Asset1,249.005,0.321749236708428,Fixed Income
2020-06-17,Asset1,248.9244,0.321749236708428,Fixed Income
2020-06-18,Asset1,249.6926,0.321749236708428,Fixed Income
2020-06-19,Asset1,249.9311,0.321749236708428,Fixed Income
2020-06-22,Asset1,250.5869,0.321749236708428,Fixed Income
2020-06-23,Asset1,249.92,0.321749236708428,Fixed Income
2020-06-24,Asset1,250.5092,0.321749236708428,Fixed Income
2020-06-25,Asset1,250.8555,0.321749236708428,Fixed Income
2020-06-26,Asset1,250.9475,0.321749236708428,Fixed Income
2020-06-29,Asset1,250.8549,0.321749236708428,Fixed Income
2020-06-30,Asset1,250.8123,0.321749236708428,Fixed Income
2020-07-01,Asset1,249.808,0.321749236708428,Fixed Income
2020-07-02,Asset1,250.624,0.321749236708428,Fixed Income
2020-07-03,Asset1,250.494,0.321749236708428,Fixed Income
2020-07-06,Asset1,250.8153,0.321749236708428,Fixed Income
2020-07-07,Asset1,250.9912,0.321749236708428,Fixed Income
2020-07-08,Asset1,251.3201,0.321749236708428,Fixed Income
2020-07-09,Asset1,251.5886,0.321749236708428,Fixed Income
2020-07-10,Asset1,251.6951,0.321749236708428,Fixed Income
2020-07-13,Asset1,250.6583,0.321749236708428,Fixed Income
2020-07-14,Asset1,251.4364,0.321749236708428,Fixed Income
2020-07-15,Asset1,251.4369,0.321749236708428,Fixed Income
2020-07-16,Asset1,251.8136,0.321749236708428,Fixed Income
2020-07-17,Asset1,251.5844,0.321749236708428,Fixed Income
2020-07-20,Asset1,252.388,0.321749236708428,Fixed Income
2020-07-21,Asset1,252.3829,0.321749236708428,Fixed Income
2020-07-22,Asset1,253.0475,0.321749236708428,Fixed Income
2020-07-23,Asset1,253.2529,0.321749236708428,Fixed Income
2020-07-24,Asset1,252.6167,0.321749236708428,Fixed Income
2020-07-27,Asset1,253.2662,0.321749236708428,Fixed Income
2020-07-28,Asset1,253.2529,0.321749236708428,Fixed Income
2020-07-29,Asset1,253.1369,0.321749236708428,Fixed Income
2020-07-30,Asset1,253.9584,0.321749236708428,Fixed Income
2020-07-31,Asset1,253.4917,0.321749236708428,Fixed Income
2020-08-03,Asset1,253.4599,0.321749236708428,Fixed Income
2020-08-04,Asset1,254.3392,0.321749236708428,Fixed Income
2020-08-05,Asset1,253.6748,0.321749236708428,Fixed Income
2020-08-06,Asset1,254.3764,0.321749236708428,Fixed Income
2020-08-07,Asset1,254.136,0.321749236708428,Fixed Income
2020-08-10,Asset1,254.4938,0.321749236708428,Fixed Income
2020-08-11,Asset1,253.6638,0.321749236708428,Fixed Income
2020-08-12,Asset1,253.2339,0.321749236708428,Fixed Income
2020-08-13,Asset1,252.2681,0.321749236708428,Fixed Income
2020-08-14,Asset1,252.3624,0.321749236708428,Fixed Income
2020-08-17,Asset1,253.1488,0.321749236708428,Fixed Income
2020-08-18,Asset1,253.2985,0.321749236708428,Fixed Income
2020-08-19,Asset1,253.6671,0.321749236708428,Fixed Income
2020-08-20,Asset1,253.9391,0.321749236708428,Fixed Income
2020-08-21,Asset1,253.7776,0.321749236708428,Fixed Income
2020-08-24,Asset1,253.6816,0.321749236708428,Fixed Income
2020-08-25,Asset1,252.184,0.321749236708428,Fixed Income
2020-08-26,Asset1,252.1691,0.321749236708428,Fixed Income
2020-08-27,Asset1,251.8514,0.321749236708428,Fixed Income
2020-08-28,Asset1,251.7839,0.321749236708428,Fixed Income
2020-08-31,Asset1,251.385,0.321749236708428,Fixed Income
2020-09-01,Asset1,251.8749,0.321749236708428,Fixed Income
2020-09-02,Asset1,253.2794,0.321749236708428,Fixed Income
2020-09-03,Asset1,253.4641,0.321749236708428,Fixed Income
2020-09-04,Asset1,253.01,0.321749236708428,Fixed Income
2020-09-07,Asset1,252.5465,0.321749236708428,Fixed Income
